-21,-3,59
-21,-2,59
-24,-1,59
-26,0,60
-26,0,59
-26,0,59
-26,0,60
-25,1,60
-24,0,60
-24,0,60
-24,0,59
-22,-1,59
-23,-1,59
-24,0,60
-24,0,59
-24,0,59
-25,0,59
-25,0,59
-24,0,59
-24,0,60
-24,0,59
-23,-1,59
-24,0,59
-24,0,59
-24,0,59
-24,0,59
-24,0,59
-24,0,60
-24,0,59
-24,0,60
-24,0,59
-24,0,59
-24,0,59
-24,0,59
-24,0,59
-24,0,60
-24,0,60
-24,0,60
-24,0,60
-22,-3,59
-22,-2,58
-25,0,58
-26,0,58
-28,1,59
-29,1,59
-29,1,60
-28,0,60
-22,-3,59
-20,-3,57
-22,-2,57
-24,0,59
-24,0,60
-24,-3,61
-23,-3,60
-25,-4,59
-26,-3,59
-25,-2,58
-26,-1,58
-26,-1,59
-27,-1,58
